Order_ID,Order_Date,Customer_ID,State,City,Category,Product,Quantity,Unit_Price,Discount_%,Sales,Profit,Payment_Method
100070,2025-04-30,CUST1044,Punjab,Ludhiana,Home,Fan,4,2200,20.0,7040.0,833.93,Cash
100071,2024-05-21,CUST1166,Madhya Pradesh,Indore,Home,Mixer,4,2800,20.0,8960.0,1590.62,Card
100072,2024-12-19,CUST1141,Karnataka,Bengaluru,Home,Mixer,3,2800,10.0,7560.0,1065.86,Wallet
100073,2023-09-04,CUST1243,Tamil Nadu,Chennai,Electronics,Mouse,1,700,5.0,665.0,-133.58,Net Banking
100074,2023-11-10,CUST1297,Maharashtra,Pune,Home,Mixer,1,2800,10.0,2520.0,142.7,Cash
100075,2024-04-09,CUST1138,Tamil Nadu,Chennai,Home,Cookware,5,4500,10.0,20250.0,4651.69,Cash
100076,2025-02-19,CUST1094,Karnataka,Bengaluru,Clothing,T-Shirt,1,800,5.0,760.0,-118.3,Card
100077,2025-05-02,CUST1099,Madhya Pradesh,Indore,Furniture,Sofa,4,25000,10.0,90000.0,13008.77,Cash
100078,2023-02-25,CUST1283,Rajasthan,Jaipur,Furniture,Desk,2,8000,10.0,14400.0,2994.56,Cash
100079,2024-03-27,CUST1174,Rajasthan,,Furniture,Sofa,4,25000,,100000.0,,
100080,2024-08-13,CUST1027,Gujarat,Surat,Electronics,Keyboard,4,1200,0.0,4800.0,784.71,Card
100081,2024-03-02,CUST1115,Maharashtra,Mumbai,Furniture,Sofa,3,25000,0.0,75000.0,10948.87,Wallet
100082,2024-09-27,CUST1030,Madhya Pradesh,Indore,Home,Fan,4,2200,10.0,7920.0,1238.18,Wallet
100083,2024-07-19,CUST1038,Gujarat,Ahmedabad,Electronics,Mouse,2,700,10.0,1260.0,157.06,Card
100084,2023-10-23,CUST1144,Uttar Pradesh,Lucknow,Electronics,Monitor,4,12000,20.0,38400.0,6847.31,Net Banking
100085,2023-08-19,CUST1076,Maharashtra,Pune,Electronics,Mouse,3,700,20.0,1680.0,318.35,Cash
100086,2024-04-24,CUST1155,Punjab,Ludhiana,Furniture,Chair,1,3500,5.0,3325.0,417.38,Net Banking
100087,2024-03-18,CUST1165,Uttar Pradesh,Lucknow,Clothing,Jacket,5,3500,15.0,14875.0,4440.88,Wallet
100088,2024-11-19,CUST1137,Madhya Pradesh,Indore,Clothing,T-Shirt,1,800,5.0,760.0,-233.81,Wallet
100089,2024-08-22,CUST1223,Uttar Pradesh,Lucknow,Electronics,Mouse,4,700,20.0,2240.0,428.33,Net Banking
100090,2025-05-28,CUST1082,Karnataka,Bengaluru,Electronics,Monitor,3,12000,15.0,30600.0,5156.44,Cash
100091,2023-11-19,CUST1129,Tamil Nadu,Chennai,Home,Cookware,4,4500,10.0,16200.0,3633.33,Cash
100092,2023-07-12,CUST1265,Haryana,Gurugram,Electronics,Monitor,5,12000,0.0,60000.0,10564.04,Cash
100093,2023-10-22,CUST1224,Maharashtra,Pune,Home,Cookware,4,4500,0.0,18000.0,4022.85,Net Banking
100094,2024-07-19,CUST1208,Delhi,Delhi,Electronics,Laptop,5,55000,5.0,261250.0,46727.12,UPI
100095,2023-10-26,CUST1260,Delhi,Delhi,Furniture,Chair,4,3500,0.0,14000.0,2330.31,Cash
100096,2024-09-05,CUST1260,Uttar Pradesh,Lucknow,Home,Fan,4,2200,5.0,8360.0,1282.19,Card
100097,2023-10-17,CUST1152,Haryana,Gurugram,Electronics,Keyboard,4,1200,10.0,4320.0,531.15,Wallet
100098,2025-02-20,CUST1278,Uttar Pradesh,Lucknow,Home,Mixer,4,2800,20.0,8960.0,1592.4,Net Banking
100099,2025-03-05,CUST1210,Madhya Pradesh,Indore,Home,Fan,2,2200,5.0,4180.0,597.3,UPI
100100,2023-02-07,CUST1064,Tamil Nadu,Chennai,Clothing,Jacket,4,3500,15.0,11900.0,3535.1,Wallet
100101,2023-05-28,CUST1209,Haryana,Gurugram,Clothing,T-Shirt,4,800,0.0,3200.0,1063.09,Card
100102,2025-05-22,CUST1168,Madhya Pradesh,Indore,Electronics,Monitor,3,12000,10.0,32400.0,5489.57,Wallet
100103,2024-12-01,CUST1147,Rajasthan,Jaipur,Home,Fan,4,2200,20.0,7040.0,1111.55,Card
100104,2023-01-30,CUST1023,Uttar Pradesh,Lucknow,Electronics,Monitor,1,12000,0.0,12000.0,1797.7,Cash
100105,2024-02-26,CUST1289,Tamil Nadu,Chennai,Electronics,Keyboard,3,1200,10.0,3240.0,552.91,Card
100106,2024-08-20,CUST1073,Tamil Nadu,Chennai,Furniture,Chair,1,3500,20.0,2800.0,286.05,Card
100107,2024-04-21,CUST1147,Punjab,Ludhiana,Home,Cookware,3,4500,15.0,11475.0,2299.49,Wallet
100108,2024-03-10,CUST1128,Madhya Pradesh,Indore,Furniture,Chair,4,3500,10.0,12600.0,2182.48,Net Banking
100109,2024-01-03,CUST1294,Gujarat,Ahmedabad,Clothing,T-Shirt,4,800,15.0,2720.0,730.39,Cash
100110,2025-02-02,CUST1254,Rajasthan,Jaipur,Clothing,T-Shirt,4,800,10.0,2880.0,548.22,Cash
100111,2025-01-08,CUST1070,Maharashtra,Pune,Furniture,Sofa,3,25000,5.0,71250.0,10332.51,UPI
100112,2023-04-03,CUST1151,Madhya Pradesh,Indore,Electronics,Keyboard,4,1200,0.0,4800.0,676.44,Cash
100113,2023-10-07,CUST1084,Haryana,Gurugram,Home,Mixer,2,2800,5.0,5320.0,775.12,Cash
100114,2023-08-20,CUST1203,Uttar Pradesh,Lucknow,Home,Fan,3,2200,0.0,6600.0,1074.66,Wallet
100115,2024-11-19,CUST1134,Punjab,Ludhiana,Clothing,T-Shirt,4,800,0.0,3200.0,865.35,Wallet
100116,2024-07-28,CUST1167,Maharashtra,Pune,Home,Cookware,3,4500,0.0,13500.0,3178.74,Wallet
100117,2023-02-16,CUST1019,Punjab,Ludhiana,Furniture,Sofa,1,25000,15.0,21250.0,3085.0,Cash
100118,2024-01-15,CUST1276,Haryana,Gurugram,Home,Mixer,1,2800,5.0,2660.0,307.11,Net Banking
100119,2023-10-14,CUST1016,Madhya Pradesh,Indore,Furniture,Desk,1,8000,15.0,6800.0,1023.43,Cash
100120,2024-01-12,CUST1278,Karnataka,Bengaluru,Furniture,Desk,4,8000,5.0,30400.0,6196.58,Cash
100121,2023-08-06,CUST1010,Gujarat,Surat,Electronics,Monitor,3,12000,5.0,34200.0,6064.75,UPI
100122,2024-07-21,CUST1106,Maharashtra,Mumbai,Clothing,T-Shirt,2,800,20.0,1280.0,24.58,Wallet
100123,2023-05-29,CUST1066,Madhya Pradesh,Indore,Furniture,Chair,3,3500,5.0,9975.0,1820.23,Wallet
100124,2025-03-18,CUST1121,Delhi,Delhi,Clothing,T-Shirt,1,800,0.0,800.0,68.79,Wallet
100125,2024-06-22,CUST1058,Rajasthan,Jaipur,Clothing,T-Shirt,2,800,10.0,1440.0,120.23,UPI
100126,2023-08-15,CUST1022,Madhya Pradesh,Indore,Home,Fan,3,2200,20.0,5280.0,697.0,Wallet
100127,2023-04-21,CUST1251,Uttar Pradesh,Lucknow,Clothing,Jeans,1,1800,0.0,1800.0,298.18,Net Banking
100128,2024-10-01,CUST1299,Delhi,Delhi,Electronics,Laptop,3,55000,20.0,132000.0,23653.21,Wallet
100129,2024-03-16,CUST1050,Punjab,Ludhiana,Clothing,Jeans,5,1800,20.0,7200.0,1882.5,UPI
100130,2024-02-13,CUST1212,Tamil Nadu,Chennai,Furniture,Desk,4,8000,5.0,30400.0,6265.66,UPI
100131,2024-04-30,CUST1034,Karnataka,Bengaluru,Clothing,Jeans,3,1800,10.0,4860.0,1098.93,UPI
100132,2024-08-23,CUST1287,Karnataka,Bengaluru,Electronics,Laptop,4,55000,0.0,220000.0,39299.63,Wallet
100133,2025-01-08,CUST1026,Karnataka,Bengaluru,Clothing,Jacket,1,3500,15.0,2975.0,511.36,Cash
100134,2024-05-08,CUST1114,Haryana,Gurugram,Clothing,Jeans,1,1800,20.0,1440.0,312.37,UPI
100135,2025-05-15,CUST1287,Punjab,Ludhiana,Clothing,Jacket,3,3500,0.0,10500.0,2946.75,Wallet
100136,2023-12-26,CUST1003,Punjab,Ludhiana,Electronics,Keyboard,1,1200,5.0,1140.0,-213.89,Card
100137,2024-06-27,CUST1110,Delhi,Delhi,Furniture,Sofa,4,25000,0.0,100000.0,14908.71,Net Banking
100138,2025-03-06,CUST1290,Karnataka,Bengaluru,Home,Fan,3,2200,5.0,6270.0,753.88,Wallet
100139,2023-10-06,CUST1226,Madhya Pradesh,Indore,Electronics,Laptop,2,55000,5.0,104500.0,18456.71,Net Banking
100140,2023-04-27,CUST1176,Punjab,Ludhiana,Home,Cookware,4,4500,15.0,15300.0,3282.28,Net Banking
100141,2024-02-09,CUST1028,Haryana,Gurugram,Electronics,Keyboard,5,1200,15.0,5100.0,1051.56,UPI
100142,2023-01-08,CUST1254,Punjab,Ludhiana,Furniture,Desk,2,8000,5.0,15200.0,3146.34,Net Banking
100143,2025-06-01,CUST1021,Maharashtra,Pune,Furniture,Chair,4,3500,20.0,11200.0,2157.57,Net Banking
100144,2024-12-27,CUST1213,Madhya Pradesh,Indore,Electronics,Monitor,1,12000,10.0,10800.0,1635.97,Cash
100145,2024-01-06,CUST1045,Delhi,Delhi,Electronics,Monitor,1,12000,10.0,10800.0,1519.59,Net Banking
100146,2023-11-14,CUST1173,Tamil Nadu,Chennai,Electronics,Mouse,4,700,20.0,2240.0,331.9,Card
100147,2023-12-24,CUST1179,Gujarat,Ahmedabad,Clothing,T-Shirt,1,800,20.0,640.0,-233.67,Card
100148,2025-02-17,CUST1038,Maharashtra,Mumbai,Furniture,Chair,2,3500,10.0,6300.0,938.92,Card
100149,2024-10-04,CUST1161,Uttar Pradesh,Lucknow,Home,Fan,5,2200,20.0,8800.0,1145.09,Card
100150,2023-12-27,CUST1259,Punjab,Ludhiana,Home,Mixer,4,2800,15.0,9520.0,1587.86,UPI
100151,2023-03-20,CUST1046,Rajasthan,Kota,Clothing,Jeans,4,1800,0.0,7200.0,1735.74,Wallet
100152,2024-08-08,CUST1096,Rajasthan,Kota,Home,Fan,5,2200,20.0,8800.0,1124.93,Cash
100153,2025-05-07,CUST1175,Uttar Pradesh,Lucknow,Home,Cookware,2,4500,0.0,9000.0,1745.06,UPI
100154,2023-10-17,CUST1198,Uttar Pradesh,Lucknow,Furniture,Chair,2,3500,15.0,5950.0,976.25,Net Banking
100155,2024-07-25,CUST1197,Karnataka,Bengaluru,Clothing,Jacket,5,3500,0.0,17500.0,5401.64,Cash
100156,2023-05-25,CUST1179,Karnataka,Bengaluru,Clothing,Jacket,5,3500,5.0,16625.0,5007.77,Cash
100157,2023-12-03,CUST1065,Punjab,Ludhiana,Home,Mixer,5,2800,0.0,14000.0,2460.43,Wallet
100158,2023-08-08,CUST1174,Rajasthan,Kota,Electronics,Monitor,5,12000,10.0,54000.0,9531.01,Net Banking
100159,2023-04-14,CUST1259,Gujarat,Surat,Furniture,Chair,2,3500,5.0,6650.0,900.01,Wallet
100160,2023-07-05,CUST1084,Madhya Pradesh,Indore,Electronics,Keyboard,5,1200,5.0,5700.0,1134.59,Net Banking
100161,2025-03-13,CUST1229,Uttar Pradesh,Lucknow,Electronics,Monitor,3,12000,5.0,34200.0,5767.42,Card
100162,2023-10-16,CUST1195,Karnataka,,Furniture,Desk,4,8000,,30400.0,,
100163,2024-05-07,CUST1190,Delhi,Delhi,Home,Mixer,2,2800,20.0,4480.0,822.52,Wallet
100164,2024-06-09,CUST1075,Delhi,Delhi,Electronics,Laptop,3,55000,0.0,165000.0,29447.81,Net Banking
100165,2024-05-29,CUST1191,Rajasthan,Kota,Electronics,Mouse,4,700,10.0,2520.0,556.03,Card
100166,2025-05-09,CUST1171,Rajasthan,Kota,Home,Mixer,3,2800,5.0,7980.0,1127.13,Card
100167,2023-01-06,CUST1040,Delhi,Delhi,Furniture,Chair,3,3500,15.0,8925.0,1533.13,UPI
100168,2023-10-23,CUST1121,Madhya Pradesh,Indore,Clothing,T-Shirt,2,800,20.0,1280.0,347.97,Cash
100169,2025-05-06,CUST1255,Madhya Pradesh,Indore,Electronics,Laptop,2,55000,15.0,93500.0,16751.74,Wallet
100170,2023-09-04,CUST1292,Tamil Nadu,Chennai,Electronics,Mouse,2,700,10.0,1260.0,-11.66,Net Banking
100171,2024-07-11,CUST1259,Karnataka,Bengaluru,Furniture,Sofa,1,25000,20.0,20000.0,2520.97,Wallet
100172,2023-01-17,CUST1182,Tamil Nadu,Chennai,Electronics,Monitor,4,12000,0.0,48000.0,8475.86,UPI
100173,2024-07-13,CUST1173,Karnataka,Bengaluru,Clothing,T-Shirt,1,800,20.0,640.0,154.05,Card
100174,2024-04-13,CUST1018,Delhi,Delhi,Home,Cookware,4,4500,5.0,17100.0,3731.78,Cash
100175,2025-04-14,CUST1278,Karnataka,Bengaluru,Furniture,Chair,2,3500,0.0,7000.0,1118.08,Net Banking
100176,2023-12-06,CUST1139,Karnataka,Bengaluru,Clothing,T-Shirt,2,800,10.0,1440.0,64.39,UPI
100177,2024-05-23,CUST1254,Tamil Nadu,Chennai,Clothing,Jeans,4,1800,15.0,6120.0,1347.82,Cash
100178,2023-11-25,CUST1052,Tamil Nadu,Chennai,Clothing,T-Shirt,4,800,0.0,3200.0,824.54,UPI
100179,2024-03-30,CUST1179,Uttar Pradesh,Lucknow,Clothing,Jacket,3,3500,10.0,9450.0,2899.01,Net Banking
100180,2024-10-14,CUST1207,Punjab,Ludhiana,Electronics,Keyboard,5,1200,15.0,5100.0,1038.23,Cash
100181,2023-08-30,CUST1187,Uttar Pradesh,Lucknow,Furniture,Chair,2,3500,20.0,5600.0,1013.2,Cash
100182,2024-01-16,CUST1227,Delhi,Delhi,Home,Cookware,1,4500,20.0,3600.0,387.03,UPI
100183,2023-04-27,CUST1013,Karnataka,Bengaluru,Furniture,Sofa,3,25000,15.0,63750.0,9400.17,Card
100184,2024-12-21,CUST1228,Gujarat,Surat,Home,Cookware,4,4500,20.0,14400.0,3057.27,Card
100185,2024-04-07,CUST1088,Gujarat,Ahmedabad,Clothing,Jacket,4,3500,5.0,13300.0,3822.23,Net Banking
100186,2025-05-21,CUST1080,Haryana,Gurugram,Electronics,Keyboard,3,1200,0.0,3600.0,340.9,Card
100187,2024-05-20,CUST1013,Maharashtra,Mumbai,Clothing,Jacket,2,3500,0.0,7000.0,2083.47,Cash
100188,2024-02-12,CUST1245,Madhya Pradesh,Indore,Clothing,Jeans,5,1800,5.0,8550.0,2485.41,Wallet
100189,2024-04-05,CUST1238,Delhi,Delhi,Home,Fan,5,2200,0.0,11000.0,1640.95,Wallet
100190,2025-06-08,CUST1028,Delhi,Delhi,Clothing,T-Shirt,5,800,20.0,3200.0,875.32,UPI
100191,2024-06-15,CUST1145,Karnataka,Bengaluru,Furniture,Desk,2,8000,5.0,15200.0,3138.29,UPI
100192,2023-04-06,CUST1257,Delhi,Delhi,Clothing,T-Shirt,5,800,10.0,3600.0,933.51,Card
100193,2023-01-30,CUST1041,Karnataka,Bengaluru,Furniture,Chair,5,3500,20.0,14000.0,2378.64,UPI
100194,2024-10-04,CUST1279,Tamil Nadu,Chennai,Clothing,Jacket,2,3500,20.0,5600.0,1517.88,Cash
100195,2023-03-03,CUST1080,Punjab,Ludhiana,Clothing,Jeans,2,1800,15.0,3060.0,835.16,Net Banking
100196,2025-01-05,CUST1163,Karnataka,,Home,Fan,4,2200,,8360.0,,
100197,2024-04-22,CUST1062,Haryana,Gurugram,Home,Mixer,3,2800,20.0,6720.0,1150.4,Cash
100198,2025-06-03,CUST1214,Rajasthan,Kota,Home,Mixer,2,2800,0.0,5600.0,644.58,Card
100199,2024-06-11,CUST1239,Maharashtra,Mumbai,Furniture,Desk,5,8000,10.0,36000.0,7645.78,Net Banking
100200,2023-08-09,CUST1298,Tamil Nadu,Chennai,Clothing,Jeans,1,1800,0.0,1800.0,54.99,Cash
100201,2023-01-09,CUST1055,Madhya Pradesh,Indore,Electronics,Laptop,3,55000,15.0,140250.0,25066.41,Net Banking
100202,2024-08-06,CUST1287,Karnataka,Bengaluru,Furniture,Desk,3,8000,15.0,20400.0,4257.74,Card
100203,2023-10-14,CUST1060,Tamil Nadu,Chennai,Clothing,Jacket,3,3500,0.0,10500.0,2966.02,Card
100204,2023-07-23,CUST1260,Haryana,Gurugram,Electronics,Monitor,3,12000,10.0,32400.0,5442.27,Net Banking
100205,2023-06-02,CUST1263,Karnataka,Bengaluru,Electronics,Laptop,1,55000,5.0,52250.0,9121.3,Card
100206,2024-06-03,CUST1260,Tamil Nadu,Chennai,Clothing,Jacket,3,3500,5.0,9975.0,2874.82,Wallet
100207,2024-11-20,CUST1056,Uttar Pradesh,Lucknow,Home,Cookware,5,4500,10.0,20250.0,4644.24,Net Banking
100208,2025-03-12,CUST1296,Uttar Pradesh,Lucknow,Clothing,Jacket,1,3500,20.0,2800.0,410.82,Wallet
100209,2025-01-08,CUST1194,Uttar Pradesh,Lucknow,Furniture,Sofa,1,25000,20.0,20000.0,2714.1,Card
100210,2024-03-04,CUST1077,Maharashtra,Mumbai,Furniture,Chair,5,3500,0.0,17500.0,3251.53,Net Banking
100211,2024-06-15,CUST1106,Uttar Pradesh,Lucknow,Furniture,Desk,5,8000,20.0,32000.0,6672.4,Wallet
100212,2024-04-15,CUST1272,Tamil Nadu,Chennai,Clothing,Jacket,4,3500,20.0,11200.0,3103.49,Cash
100213,2023-10-13,CUST1285,Uttar Pradesh,Lucknow,Clothing,Jacket,3,3500,20.0,8400.0,2207.2,Cash
100214,2024-07-27,CUST1140,Uttar Pradesh,Lucknow,Furniture,Desk,3,8000,5.0,22800.0,4750.09,Cash
100215,2025-01-01,CUST1040,Delhi,Delhi,Electronics,Monitor,4,12000,10.0,43200.0,7707.07,Cash
100216,2023-10-05,CUST1287,Maharashtra,Mumbai,Home,Cookware,3,4500,15.0,11475.0,2331.42,Cash
100217,2024-06-27,CUST1115,Maharashtra,Mumbai,Furniture,Chair,5,3500,20.0,14000.0,2727.16,Card
100218,2023-05-21,CUST1002,Uttar Pradesh,Lucknow,Electronics,Laptop,4,55000,10.0,198000.0,35283.46,Wallet
100219,2024-10-23,CUST1030,Maharashtra,Pune,Furniture,Desk,4,8000,15.0,27200.0,5789.47,UPI
100220,2023-02-07,CUST1203,Tamil Nadu,Chennai,Furniture,Sofa,1,25000,5.0,23750.0,3092.23,Net Banking
100221,2023-04-20,CUST1171,Rajasthan,Kota,Furniture,Sofa,3,25000,0.0,75000.0,10944.42,Cash
100222,2024-04-24,CUST1139,Uttar Pradesh,Lucknow,Home,Cookware,5,4500,20.0,18000.0,3887.02,Card
100223,2023-12-12,CUST1151,Punjab,Ludhiana,Electronics,Keyboard,2,1200,15.0,2040.0,392.46,Wallet
100224,2024-11-16,CUST1048,Tamil Nadu,Chennai,Furniture,Chair,5,3500,15.0,14875.0,2885.97,Card
100225,2024-04-02,CUST1136,Rajasthan,Kota,Furniture,Desk,3,8000,5.0,22800.0,4793.39,Cash
100226,2023-03-05,CUST1060,Punjab,Ludhiana,Clothing,Jacket,5,3500,0.0,17500.0,5238.25,Net Banking
100227,2023-10-30,CUST1188,Punjab,Ludhiana,Clothing,T-Shirt,4,800,20.0,2560.0,558.58,Wallet
